algorithm,sweep_tag,sweep_value,sample_id,sum_rate_bps_per_hz,weighted_sum_rate,worst_fs_excess,mean_positive_fs_excess,fs_outage_any,power_violation,active_subband_fraction,runtime_ms
static_notch_mf,fs_in_target_db,-10.0,0,9.538939476013184,9.538939476013184,4809.50439453125,1204.7471923828125,1.0,2.6490953430879927e-08,0.8333333134651184,10.502135963179171
risk_neutral_pgd,fs_in_target_db,-10.0,0,17.081130981445312,17.081130981445312,394334.25,99023.40625,1.0,0.0,1.0,144.88912699744105
wideband_pgd,fs_in_target_db,-10.0,0,11.199554443359375,11.199554443359375,203912.625,50978.15625,1.0,0.0,0.8333333134651184,146.4658109471202
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,0,10.471576690673828,10.471576690673828,275366.34375,68841.5859375,1.0,0.0,0.8333333134651184,295.50274403300136
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,0,0.9688727855682373,0.9688727855682373,-0.0030002593994140625,0.0,0.0,0.0,0.8333333134651184,386.0239429632202
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-10.0,0,7.953826427459717,7.953826427459717,-0.0030002593994140625,0.0,0.0,0.0,0.8333333134651184,570.8511909469962
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,0,14.443351745605469,14.443351745605469,119.31698608398438,29.829246520996094,1.0,0.0,0.8333333134651184,333.90218298882246
rate_recovered_primal_dual_unfolded,fs_in_target_db,-10.0,0,10.167010307312012,10.167010307312012,-0.0029999613761901855,0.0,0.0,0.0,0.8333333134651184,610.530650941655
static_notch_mf,fs_in_target_db,-10.0,0,6.351053714752197,6.351053714752197,203.72146606445312,50.93036651611328,1.0,1.3245476715439963e-08,0.8333333134651184,10.467660962603986
risk_neutral_pgd,fs_in_target_db,-10.0,0,13.69879150390625,13.69879150390625,3679.62255859375,933.172607421875,1.0,0.0,1.0,144.5602810708806
wideband_pgd,fs_in_target_db,-10.0,0,7.472261428833008,7.472261428833008,8159.2373046875,2039.809326171875,1.0,0.0,0.8333333134651184,146.7236300231889
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,0,10.335484504699707,10.335484504699707,11016.5849609375,2754.146240234375,1.0,0.0,0.8333333134651184,295.370441977866
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,0,4.869451999664307,4.869451999664307,-0.0030001401901245117,0.0,0.0,0.0,0.8333333134651184,384.970493032597
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-10.0,0,8.984755516052246,8.984755516052246,-0.0030001401901245117,0.0,0.0,0.0,0.8333333134651184,576.6480499878526
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,0,11.705023765563965,11.705023765563965,262.0382995605469,65.50957489013672,1.0,0.0,0.8333333134651184,334.6100270282477
rate_recovered_primal_dual_unfolded,fs_in_target_db,-10.0,0,7.845358371734619,7.845358371734619,-0.0029997825622558594,0.0,0.0,0.0,0.8333333134651184,610.6291780015454
