algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max,repair_selective_iters_mean,repair_alpha_mean,repair_alpha_min,repair_global_used_fraction,repair_global_scale_mean,repair_worst_excess_mean,recovery_safe_fraction_mean,recovery_eta_mean,recovery_eta_min,recovery_num_groups,recovery_global_rescue_fraction,recovery_global_scale_mean,recovery_worst_excess_mean
risk_neutral_pgd,1,11.014026641845703,1412.74658203125,5635.73046875,2.6490953430879927e-08,,,,,,,,,,,,,,,
risk_neutral_pgd,2,19.588071823120117,758.6599731445312,3026.895263671875,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,3,17.645296096801758,2903.448974609375,11605.4873046875,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,4,18.288015365600586,588.2451782226562,2346.933837890625,0.0,,,,,,,,,,,,,,,
wideband_pgd,1,-186.18983459472656,4.182336807250977,16.729347229003906,0.0,,,,,,,,,,,,,,,
wideband_pgd,2,-4958.65576171875,105.78912353515625,423.156494140625,0.0,,,,,,,,,,,,,,,
wideband_pgd,3,-3284.4814453125,70.17253875732422,280.6901550292969,0.0,,,,,,,,,,,,,,,
wideband_pgd,4,-3651.623046875,77.86743927001953,311.4697570800781,0.0,,,,,,,,,,,,,,,
budgeted_primal_dual_pgd,1,-20.70134735107422,4.182336807250977,16.729347229003906,0.0,0.9199994802474976,2.076223134994507,,,,,,,,,,,,,
budgeted_primal_dual_pgd,2,-961.4390258789062,121.87064361572266,487.4825744628906,0.0,1.239999532699585,3.2037746906280518,,,,,,,,,,,,,
budgeted_primal_dual_pgd,3,-782.0223999023438,97.71330261230469,390.85321044921875,0.0,1.5599994659423828,4.803774833679199,,,,,,,,,,,,,
budgeted_primal_dual_pgd,4,-796.0046997070312,98.46783447265625,393.871337890625,0.0,1.8799995183944702,6.403774738311768,,,,,,,,,,,,,
budgeted_primal_dual_pgd,5,-819.7656860351562,100.53722381591797,402.1488952636719,0.0,2.1999995708465576,8.003774642944336,,,,,,,,,,,,,
budgeted_primal_dual_pgd,6,-825.22705078125,100.10104370117188,400.4041748046875,0.0,2.5199995040893555,9.603775024414062,,,,,,,,,,,,,
budgeted_primal_dual_pgd,7,-836.4315185546875,100.6061782836914,402.4247131347656,0.0,2.8399996757507324,11.203775405883789,,,,,,,,,,,,,
budgeted_primal_dual_pgd,8,-834.5817260742188,99.29276275634766,397.1710510253906,0.0,3.200943946838379,12.803775787353516,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,1,-20.70134735107422,4.182336807250977,16.729347229003906,0.0,0.9199994802474976,2.076223134994507,4.0,0.9182196259498596,0.019999999552965164,1.0,0.09708493202924728,-0.002999722957611084,,,,,,,
budgeted_primal_dual_pgd_repair,2,-961.4390258789062,121.87064361572266,487.4825744628906,0.0,1.239999532699585,3.2037746906280518,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,3,-782.0223999023438,97.71330261230469,390.85321044921875,0.0,1.5599994659423828,4.803774833679199,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,4,-796.0046997070312,98.46783447265625,393.871337890625,0.0,1.8799995183944702,6.403774738311768,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,5,-819.7656860351562,100.53722381591797,402.1488952636719,0.0,2.1999995708465576,8.003774642944336,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,6,-825.22705078125,100.10104370117188,400.4041748046875,0.0,2.5199995040893555,9.603775024414062,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,7,-836.4315185546875,100.6061782836914,402.4247131347656,0.0,2.8399996757507324,11.203775405883789,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,8,-834.5817260742188,99.29276275634766,397.1710510253906,0.0,3.200943946838379,12.803775787353516,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,9,-1011.6189575195312,96.07838439941406,384.31353759765625,0.0,4.635318756103516,18.541275024414062,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,10,-1399.5640869140625,132.09043884277344,528.3617553710938,0.0,6.069693565368652,24.27877426147461,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,1,-20.70134735107422,4.182336807250977,16.729347229003906,0.0,0.9199994802474976,2.076223134994507,4.0,0.9182196259498596,0.019999999552965164,1.0,0.09708493202924728,-0.002999722957611084,0.8333333134651184,0.99609375,0.99609375,3.0,0.0,1.0,-0.002999722957611084
budgeted_primal_dual_pgd_repair_recover,2,-961.4390258789062,121.87064361572266,487.4825744628906,0.0,1.239999532699585,3.2037746906280518,,,,,,,,,,,,,
